,text,tokens,stopWordsRemovedTokens,rawFeatures,features,topicDistribution
427,@TheSyriaCmpgn @SyrCoalition Immigration Direct  (( Customer Care )),"['@thesyriacmpgn', '@syrcoalition', 'immigration', 'direct', '', '((', 'customer', 'care', '))']","['@thesyriacmpgn', '@syrcoalition', 'immigration', 'direct', '', '((', 'customer', 'care', '))']","(2000,[154,442,852,1223,1310,1372,1413,1448,1681],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[154,442,852,1223,1310,1372,1413,1448,1681],[5.12470775036,5.25823914298,5.0069247147,0.0,4.63919993457,2.79743004477,5.25823914298,1.19043413599,0.0])","[0.651174567479,0.348825432521]"
428,@ServiceCanada_E @JusticeCanadaEN  ,"['@servicecanada_e', '@justicecanadaen']","['@servicecanada_e', '@justicecanadaen']","(2000,[137,403],[1.0,1.0])","(2000,[137,403],[0.0,0.0])","[0.0,0.0]"
429,"#Equality""","['#equality""']","['#equality""']","(2000,[8],[1.0])","(2000,[8],[0.0])","[0.0,0.0]"
430,"Dear Immigration Canada, the majority of your illegal immigrants live in Oliver, BC.  #bcpoli #cdnpoli","['dear', 'immigration', 'canada,', 'the', 'majority', 'of', 'your', 'illegal', 'immigrants', 'live', 'in', 'oliver,', 'bc.', '', '#bcpoli', '#cdnpoli']","['dear', 'immigration', 'canada,', 'majority', 'illegal', 'immigrants', 'live', 'oliver,', 'bc.', '', '#bcpoli', '#cdnpoli']","(2000,[71,285,468,493,832,954,1104,1244,1285,1326,1372,1448],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[71,285,468,493,832,954,1104,1244,1285,1326,1372,1448],[4.56509196242,0.0,2.99945667264,4.63919993457,3.98527346717,4.71924264225,0.0,0.0,4.71924264225,5.12470775036,2.79743004477,1.19043413599])","[0.487244540753,0.512755459247]"
431,"Pathmaraj v. Canada (Citizenship and Immigration), 2016 FC 1273 (CanLII) ","['pathmaraj', 'v.', 'canada', '(citizenship', 'and', 'immigration),', '2016', 'fc', '1273', '(canlii)']","['pathmaraj', 'v.', 'canada', '(citizenship', 'immigration),', '2016', 'fc', '1273', '(canlii)']","(2000,[176,798,808,816,1044,1451,1488,1586,1641],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[176,798,808,816,1044,1451,1488,1586,1641],[0.0,4.25971031287,3.94605275401,5.0069247147,4.15962685431,5.0069247147,1.22779838274,3.98527346717,3.98527346717])","[0.685393385025,0.314606614975]"
432,@MichelleRempel You must have #special #Doctors for #COSTOMERCARE !   @MSF_USA @UN Immigration Direct Customer Care ,"['@michellerempel', 'you', 'must', 'have', '#special', '#doctors', 'for', '#costomercare', '!', '', '', '@msf_usa', '@un', 'immigration', 'direct', 'customer', 'care']","['@michellerempel', 'must', '#special', '#doctors', '#costomercare', '!', '', '', '@msf_usa', '@un', 'immigration', 'direct', 'customer', 'care']","(2000,[589,670,713,819,852,1006,1023,1038,1310,1357,1372,1413,1448],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0])","(2000,[589,670,713,819,852,1006,1023,1038,1310,1357,1372,1413,1448],[3.80295191037,0.0,0.0,5.25823914298,5.0069247147,0.0,4.56509196242,5.0069247147,4.63919993457,5.12470775036,5.59486008954,5.25823914298,1.19043413599])","[0.559859341545,0.440140658455]"
433,Mexican visa lift kicking in today expected to cost Canada $262M over a decade ,"['mexican', 'visa', 'lift', 'kicking', 'in', 'today', 'expected', 'to', 'cost', 'canada', '$262m', 'over', 'a', 'decade']","['mexican', 'visa', 'lift', 'kicking', 'today', 'expected', 'cost', 'canada', '$262m', 'decade']","(2000,[148,222,476,490,778,792,1096,1462,1488,1881],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[148,222,476,490,778,792,1096,1462,1488,1881],[2.90008419883,3.14370628149,2.99945667264,2.87341595175,2.76149803555,2.83470143957,2.47676147332,2.57917647875,1.22779838274,2.97004278744])","[0.649508220068,0.350491779932]"
434,"There wasn't any immigration laws then, so your point it's invalid! Try to cross North Korea, Canada, Colombia... ","['there', ""wasn't"", 'any', 'immigration', 'laws', 'then,', 'so', 'your', 'point', ""it's"", 'invalid!', 'try', 'to', 'cross', 'north', 'korea,', 'canada,', 'colombia...']","['immigration', 'laws', 'then,', 'point', 'invalid!', 'try', 'cross', 'north', 'korea,', 'canada,', 'colombia...']","(2000,[159,367,733,832,926,1279,1382,1448,1570,1576,1994],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[159,367,733,832,926,1279,1382,1448,1570,1576,1994],[4.80625401924,5.12470775036,0.0,3.98527346717,0.0,4.11310683868,4.31377753414,1.19043413599,0.0,5.25823914298,0.0])","[0.491141341614,0.508858658386]"
435,Immigration au Canada??: toujours possible??? ,"['immigration', 'au', 'canada??:', 'toujours', 'possible???']","['immigration', 'au', 'canada??:', 'toujours', 'possible???']","(2000,[246,355,1448,1735,1861],[1.0,1.0,1.0,1.0,1.0])","(2000,[246,355,1448,1735,1861],[3.51526983792,5.25823914298,1.19043413599,4.49609909093,0.0])","[0.515215465703,0.484784534297]"
436,New immigration rules so #Americans can #work in #Canada. #recruitment @globalnews ,"['new', 'immigration', 'rules', 'so', '#americans', 'can', '#work', 'in', '#canada.', '#recruitment', '@globalnews']","['new', 'immigration', 'rules', '#americans', '#work', '#canada.', '#recruitment', '@globalnews']","(2000,[25,234,961,987,1319,1448,1780,1792],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[25,234,961,987,1319,1448,1780,1792],[3.27232365931,4.15962685431,4.56509196242,5.0069247147,4.56509196242,1.19043413599,3.80295191037,4.49609909093])","[0.672719440313,0.327280559687]"
437,New immigration rules so #Americans can #work in #Canada. #recruitment @globalnews ,"['new', 'immigration', 'rules', 'so', '#americans', 'can', '#work', 'in', '#canada.', '#recruitment', '@globalnews']","['new', 'immigration', 'rules', '#americans', '#work', '#canada.', '#recruitment', '@globalnews']","(2000,[25,234,961,987,1319,1448,1780,1792],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[25,234,961,987,1319,1448,1780,1792],[3.27232365931,4.15962685431,4.56509196242,5.0069247147,4.56509196242,1.19043413599,3.80295191037,4.49609909093])","[0.672719453914,0.327280546086]"
438,Canada Registration Authority Immigration Advisors ,"['canada', 'registration', 'authority', 'immigration', 'advisors']","['canada', 'registration', 'authority', 'immigration', 'advisors']","(2000,[246,361,1448,1488,1789],[1.0,1.0,1.0,1.0,1.0])","(2000,[246,361,1448,1488,1789],[3.51526983792,4.56509196242,1.19043413599,1.22779838274,5.25823914298])","[0.48069756267,0.51930243733]"
439,Labour crisis looms in Canada??s agricultural sector ,"['labour', 'crisis', 'looms', 'in', 'canada??s', 'agricultural', 'sector']","['labour', 'crisis', 'looms', 'canada??s', 'agricultural', 'sector']","(2000,[121,878,1115,1317,1528,1778],[1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[121,878,1115,1317,1528,1778],[3.54058764591,3.49057722533,3.54058764591,3.46647967375,3.56656313231,3.51526983792])","[0.364663925498,0.635336074502]"
440,MichelleRempel: ,['michellerempel:'],['michellerempel:'],"(2000,[479],[1.0])","(2000,[479],[0.0])","[0.0,0.0]"
441,Immigration au Canada : toujours possible ? ,"['immigration', 'au', 'canada', ':', 'toujours', 'possible', '?']","['immigration', 'au', 'canada', ':', 'toujours', 'possible', '?']","(2000,[100,246,1448,1488,1735,1926,1976],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[100,246,1448,1488,1735,1926,1976],[4.90156419904,3.51526983792,1.19043413599,1.22779838274,4.49609909093,4.4315605698,4.71924264225])","[0.577324116378,0.422675883622]"
442,Immigration au Canada : toujours possible ? ,"['immigration', 'au', 'canada', ':', 'toujours', 'possible', '?']","['immigration', 'au', 'canada', ':', 'toujours', 'possible', '?']","(2000,[100,246,1448,1488,1735,1926,1976],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[100,246,1448,1488,1735,1926,1976],[4.90156419904,3.51526983792,1.19043413599,1.22779838274,4.49609909093,4.4315605698,4.71924264225])","[0.577321961524,0.422678038476]"
443,Labour crisis looms in Canada??s agricultural sector ,"['labour', 'crisis', 'looms', 'in', 'canada??s', 'agricultural', 'sector']","['labour', 'crisis', 'looms', 'canada??s', 'agricultural', 'sector']","(2000,[121,878,1115,1317,1528,1778],[1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[121,878,1115,1317,1528,1778],[3.54058764591,3.49057722533,3.54058764591,3.46647967375,3.56656313231,3.51526983792])","[0.364663615627,0.635336384373]"
444,"MichelleRempel: Yes, the total cost was net of that figure. Read here. ","['michellerempel:', 'yes,', 'the', 'total', 'cost', 'was', 'net', 'of', 'that', 'figure.', 'read', 'here.']","['michellerempel:', 'yes,', 'total', 'cost', 'net', 'figure.', 'read', 'here.']","(2000,[245,479,490,1262,1571,1584,1650,1915],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[245,479,490,1262,1571,1584,1650,1915],[0.0,0.0,2.87341595175,4.90156419904,5.12470775036,0.0,4.37093594798,5.41238982281])","[0.476827159705,0.523172840295]"
445,"Yes, the total cost was net of that figure. Read here. ","['yes,', 'the', 'total', 'cost', 'was', 'net', 'of', 'that', 'figure.', 'read', 'here.']","['yes,', 'total', 'cost', 'net', 'figure.', 'read', 'here.']","(2000,[245,490,1262,1571,1584,1650,1915],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[245,490,1262,1571,1584,1650,1915],[0.0,2.87341595175,4.90156419904,5.12470775036,0.0,4.37093594798,5.41238982281])","[0.476826990558,0.523173009442]"
446,Canada Immigration Minister to ???Substantially Increase  Immigration Numbers ,"['canada', 'immigration', 'minister', 'to', '???substantially', 'increase', '', 'immigration', 'numbers']","['canada', 'immigration', 'minister', '???substantially', 'increase', '', 'immigration', 'numbers']","(2000,[667,1372,1448,1488,1589,1633,1963],[1.0,1.0,2.0,1.0,1.0,1.0,1.0])","(2000,[667,1372,1448,1488,1589,1633,1963],[5.0069247147,2.79743004477,2.38086827199,1.22779838274,4.56509196242,4.37093594798,4.80625401924])","[0.40617753098,0.59382246902]"
447,Federal Crown alleging Zhou possessed and used a fake passport and provided misleading info to immigration to remain in Canada.,"['federal', 'crown', 'alleging', 'zhou', 'possessed', 'and', 'used', 'a', 'fake', 'passport', 'and', 'provided', 'misleading', 'info', 'to', 'immigration', 'to', 'remain', 'in', 'canada.']","['federal', 'crown', 'alleging', 'zhou', 'possessed', 'used', 'fake', 'passport', 'provided', 'misleading', 'info', 'immigration', 'remain', 'canada.']","(2000,[348,394,627,658,666,731,832,980,1072,1166,1427,1448,1605,1736],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[348,394,627,658,666,731,832,980,1072,1166,1427,1448,1605,1736],[0.0,3.62063035358,5.25823914298,5.41238982281,3.73841338924,5.41238982281,3.98527346717,0.0,0.0,5.0069247147,5.41238982281,1.19043413599,4.37093594798,4.90156419904])","[0.668223225751,0.331776774249]"
448,A total of three charges. Using and possessing a false passport. Lying to immigration so he could stay in Canada.,"['a', 'total', 'of', 'three', 'charges.', 'using', 'and', 'possessing', 'a', 'false', 'passport.', 'lying', 'to', 'immigration', 'so', 'he', 'could', 'stay', 'in', 'canada.']","['total', 'three', 'charges.', 'using', 'possessing', 'false', 'passport.', 'lying', 'immigration', 'stay', 'canada.']","(2000,[394,433,585,715,737,917,1448,1571,1609,1624,1736],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[394,433,585,715,737,917,1448,1571,1609,1624,1736],[3.62063035358,3.56656313231,4.71924264225,5.0069247147,5.25823914298,5.41238982281,1.19043413599,5.12470775036,5.25823914298,0.0,4.90156419904])","[0.580757157387,0.419242842613]"
449,His charges include possessing a false passport and providing misleading information to induce immigration to Canada.,"['his', 'charges', 'include', 'possessing', 'a', 'false', 'passport', 'and', 'providing', 'misleading', 'information', 'to', 'induce', 'immigration', 'to', 'canada.']","['charges', 'include', 'possessing', 'false', 'passport', 'providing', 'misleading', 'information', 'induce', 'immigration', 'canada.']","(2000,[348,394,477,627,724,737,978,1080,1401,1448,1609],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[348,394,477,627,724,737,978,1080,1401,1448,1609],[0.0,3.62063035358,0.0,5.25823914298,0.0,5.25823914298,5.25823914298,5.41238982281,5.25823914298,1.19043413599,5.25823914298])","[0.677903683657,0.322096316343]"
450,Get the latest news &amp; podcasts about immigration to Canada - Newsletter at ,"['get', 'the', 'latest', 'news', '&amp;', 'podcasts', 'about', 'immigration', 'to', 'canada', '-', 'newsletter', 'at']","['get', 'latest', 'news', '&amp;', 'podcasts', 'immigration', 'canada', '-', 'newsletter']","(2000,[244,433,558,833,1448,1488,1498,1499,1959],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[244,433,558,833,1448,1488,1498,1499,1959],[0.0,3.56656313231,3.25290557345,5.0069247147,1.19043413599,1.22779838274,4.80625401924,2.40835874644,4.02609546169])","[0.543395906547,0.456604093453]"
451,All you must know about the new Express Entry System in just 3 minutes ,"['all', 'you', 'must', 'know', 'about', 'the', 'new', 'express', 'entry', 'system', 'in', 'just', '3', 'minutes']","['must', 'know', 'new', 'express', 'entry', 'system', '3', 'minutes']","(2000,[25,418,1023,1139,1639,1696,1779,1887],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[25,418,1023,1139,1639,1696,1779,1887],[3.27232365931,4.02609546169,4.56509196242,3.83685346205,4.37093594798,0.0,3.87194478186,3.64880123055])","[0.627479257995,0.372520742005]"
452,"@HealthierIn Leaving to go&amp;live in countries like NZ,Canada,Australia etc that have points systems for immigration. But we no entitled2 hav!","['@healthierin', 'leaving', 'to', 'go&amp;live', 'in', 'countries', 'like', 'nz,canada,australia', 'etc', 'that', 'have', 'points', 'systems', 'for', 'immigration.', 'but', 'we', 'no', 'entitled2', 'hav!']","['@healthierin', 'leaving', 'go&amp;live', 'countries', 'like', 'nz,canada,australia', 'etc', 'points', 'systems', 'immigration.', 'entitled2', 'hav!']","(2000,[562,813,1003,1077,1101,1215,1263,1330,1346,1690,1805,1824],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[562,813,1003,1077,1101,1215,1263,1330,1346,1690,1805,1824],[0.0,0.0,3.41995965812,0.0,0.0,5.12470775036,4.25971031287,3.59323137939,5.41238982281,5.0069247147,4.02609546169,0.0])","[0.623361224268,0.376638775732]"
453,cherche permis sejour au canada by oussamasaber93 ,"['cherche', 'permis', 'sejour', 'au', 'canada', 'by', 'oussamasaber93']","['cherche', 'permis', 'sejour', 'au', 'canada', 'oussamasaber93']","(2000,[246,444,1007,1117,1488,1666],[1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[246,444,1007,1117,1488,1666],[3.51526983792,0.0,0.0,5.41238982281,1.22779838274,5.25823914298])","[0.50132998086,0.49867001914]"
454,@AsmaZhk migrate to Canada. American crashed our immigration website,"['@asmazhk', 'migrate', 'to', 'canada.', 'american', 'crashed', 'our', 'immigration', 'website']","['@asmazhk', 'migrate', 'canada.', 'american', 'crashed', 'immigration', 'website']","(2000,[331,394,937,1088,1304,1448,1652],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[331,394,937,1088,1304,1448,1652],[0.0,3.62063035358,4.49609909093,5.41238982281,4.90156419904,1.19043413599,5.12470775036])","[0.388511458913,0.611488541087]"
455,Mexican visa lift expected to cost Canada $262M over a decade ,"['mexican', 'visa', 'lift', 'expected', 'to', 'cost', 'canada', '$262m', 'over', 'a', 'decade']","['mexican', 'visa', 'lift', 'expected', 'cost', 'canada', '$262m', 'decade']","(2000,[148,476,490,778,792,1096,1488,1881],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[148,476,490,778,792,1096,1488,1881],[2.90008419883,2.99945667264,2.87341595175,2.76149803555,2.83470143957,2.47676147332,1.22779838274,2.97004278744])","[0.628559833049,0.371440166951]"
456," #canada""","['', '#canada""']","['', '#canada""']","(2000,[857,1372],[1.0,1.0])","(2000,[857,1372],[0.0,2.79743004477])","[0.509063259264,0.490936740736]"
457,"Welcome to all our MEXICAN friends to CANADA, remember to follow the Immigration rules to avoid any situation durin??_ ","['welcome', 'to', 'all', 'our', 'mexican', 'friends', 'to', 'canada,', 'remember', 'to', 'follow', 'the', 'immigration', 'rules', 'to', 'avoid', 'any', 'situation', 'durin??_']","['welcome', 'mexican', 'friends', 'canada,', 'remember', 'follow', 'immigration', 'rules', 'avoid', 'situation', 'durin??_']","(2000,[109,429,442,832,1096,1448,1622,1673,1685,1728,1780],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[109,429,442,832,1096,1448,1622,1673,1685,1728,1780],[0.0,5.41238982281,5.25823914298,3.98527346717,2.47676147332,1.19043413599,0.0,0.0,5.41238982281,0.0,3.80295191037])","[0.62740450953,0.37259549047]"
458,Labour crisis looms in Canada??s agricultural sector ,"['labour', 'crisis', 'looms', 'in', 'canada??s', 'agricultural', 'sector']","['labour', 'crisis', 'looms', 'canada??s', 'agricultural', 'sector']","(2000,[121,878,1115,1317,1528,1778],[1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[121,878,1115,1317,1528,1778],[3.54058764591,3.49057722533,3.54058764591,3.46647967375,3.56656313231,3.51526983792])","[0.364664046854,0.635335953146]"
459,"CANADA (Nov. 30, 2016) ??? Express Entry draw limited to provincial nominees ","['canada', '(nov.', '30,', '2016)', '???', 'express', 'entry', 'draw', 'limited', 'to', 'provincial', 'nominees']","['canada', '(nov.', '30,', '2016)', '???', 'express', 'entry', 'draw', 'limited', 'provincial', 'nominees']","(2000,[83,167,354,362,464,673,698,1139,1485,1488,1887],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[83,167,354,362,464,673,698,1139,1485,1488,1887],[4.63919993457,4.56509196242,0.0,0.0,0.0,5.41238982281,3.77016208755,3.83685346205,0.0,1.22779838274,3.64880123055])","[0.508575942457,0.491424057543]"
460,I don't care what race a person is excessive #immigration has negatively impacted #Canada. Take the rose colored gl??_ ,"['i', ""don't"", 'care', 'what', 'race', 'a', 'person', 'is', 'excessive', '#immigration', 'has', 'negatively', 'impacted', '#canada.', 'take', 'the', 'rose', 'colored', 'gl??_']","['care', 'race', 'person', 'excessive', '#immigration', 'negatively', 'impacted', '#canada.', 'take', 'rose', 'colored', 'gl??_']","(2000,[7,61,165,249,454,581,855,873,961,1310,1586,1712],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[7,61,165,249,454,581,855,873,961,1310,1586,1712],[4.4315605698,3.02976202214,0.0,0.0,0.0,0.0,4.49609909093,0.0,4.56509196242,4.63919993457,3.98527346717,4.25971031287])","[0.554755249023,0.445244750977]"
461,Mexican visa lift kicking in today expected to cost Canada $262M over a decade ,"['mexican', 'visa', 'lift', 'kicking', 'in', 'today', 'expected', 'to', 'cost', 'canada', '$262m', 'over', 'a', 'decade']","['mexican', 'visa', 'lift', 'kicking', 'today', 'expected', 'cost', 'canada', '$262m', 'decade']","(2000,[148,222,476,490,778,792,1096,1462,1488,1881],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[148,222,476,490,778,792,1096,1462,1488,1881],[2.90008419883,3.14370628149,2.99945667264,2.87341595175,2.76149803555,2.83470143957,2.47676147332,2.57917647875,1.22779838274,2.97004278744])","[0.649508646135,0.350491353865]"
462,#ExpressEntry Draw invitations candidates with Provincial Nomination to use for #Immigration to #Canada??_ ,"['#expressentry', 'draw', 'invitations', 'candidates', 'with', 'provincial', 'nomination', 'to', 'use', 'for', '#immigration', 'to', '#canada??_']","['#expressentry', 'draw', 'invitations', 'candidates', 'provincial', 'nomination', 'use', '#immigration', '#canada??_']","(2000,[29,61,83,167,191,489,799,1303,1534],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[29,61,83,167,191,489,799,1303,1534],[4.71924264225,3.02976202214,4.63919993457,4.56509196242,4.56509196242,3.35400169033,4.31377753414,5.41238982281,5.12470775036])","[0.334146742978,0.665853257022]"
