,text,tokens,stopWordsRemovedTokens,rawFeatures,prediction
383,Canada is bracing for a surge of Mexican immigrants after Trump's win ,"['canada', 'is', 'bracing', 'for', 'a', 'surge', 'of', 'mexican', 'immigrants', 'after', ""trump's"", 'win']","['canada', 'bracing', 'surge', 'mexican', 'immigrants', ""trump's"", 'win']","(1048576,[231320,490924,591508,614027,626016,837660,995897],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
384,Canada is bracing for a surge of Mexican immigrants after Trump's win ,"['canada', 'is', 'bracing', 'for', 'a', 'surge', 'of', 'mexican', 'immigrants', 'after', ""trump's"", 'win']","['canada', 'bracing', 'surge', 'mexican', 'immigrants', ""trump's"", 'win']","(1048576,[231320,490924,591508,614027,626016,837660,995897],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
385,Canada is bracing for a surge of Mexican immigrants after Trump's win ,"['canada', 'is', 'bracing', 'for', 'a', 'surge', 'of', 'mexican', 'immigrants', 'after', ""trump's"", 'win']","['canada', 'bracing', 'surge', 'mexican', 'immigrants', ""trump's"", 'win']","(1048576,[231320,490924,591508,614027,626016,837660,995897],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
386,The power structure canada immigration consultants harmony delhi: KfqVfEb ,"['the', 'power', 'structure', 'canada', 'immigration', 'consultants', 'harmony', 'delhi:', 'kfqvfeb']","['power', 'structure', 'canada', 'immigration', 'consultants', 'harmony', 'delhi:', 'kfqvfeb']","(1048576,[6369,111304,219485,543632,553198,626016,842215,912805],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
387,The latest Nexus Canada! ,"['the', 'latest', 'nexus', 'canada!']","['latest', 'nexus', 'canada!']","(1048576,[690434,770186,942154],[1.0,1.0,1.0])",0
388,"$500 fee hike for immigrants called cash grab, head tax: A new fee, and the tone of the government concerning??_ ","['$500', 'fee', 'hike', 'for', 'immigrants', 'called', 'cash', 'grab,', 'head', 'tax:', 'a', 'new', 'fee,', 'and', 'the', 'tone', 'of', 'the', 'government', 'concerning??_']","['$500', 'fee', 'hike', 'immigrants', 'called', 'cash', 'grab,', 'head', 'tax:', 'new', 'fee,', 'tone', 'government', 'concerning??_']","(1048576,[4573,29945,56858,75898,92372,159775,178534,363304,591508,771024,772234,788336,821513,916793],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
389,""".@FlorMarcelino said """"arrivals under the nominee program almost always have work shortly after they get to Manitoba"""" ","['"".@flormarcelino', 'said', '""""arrivals', 'under', 'the', 'nominee', 'program', 'almost', 'always', 'have', 'work', 'shortly', 'after', 'they', 'get', 'to', 'manitoba""""']","['"".@flormarcelino', 'said', '""""arrivals', 'nominee', 'program', 'almost', 'always', 'work', 'shortly', 'get', 'manitoba""""']","(1048576,[119715,168976,210452,223821,236821,362039,676890,820775,915320,971923,999833],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
390,"@davidakin this #Fraudster should be deported 4 illegal immigration, instead @JustinTrudeau puts her in charge of??_ ","['@davidakin', 'this', '#fraudster', 'should', 'be', 'deported', '4', 'illegal', 'immigration,', 'instead', '@justintrudeau', 'puts', 'her', 'in', 'charge', 'of??_']","['@davidakin', '#fraudster', 'deported', '4', 'illegal', 'immigration,', 'instead', '@justintrudeau', 'puts', 'charge', 'of??_']","(1048576,[74079,150513,276868,336033,387497,410515,431886,629236,726901,862781,1020310],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
391,"""@CTVVancouver The guy behind that is """"Dan Murray"""". Dox here - ","['""@ctvvancouver', 'the', 'guy', 'behind', 'that', 'is', '""""dan', 'murray"""".', 'dox', 'here', '-']","['""@ctvvancouver', 'guy', 'behind', '""""dan', 'murray"""".', 'dox', '-']","(1048576,[116342,139113,302454,488223,569819,738996,907171],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
392,"""@VancouverSun """"Immigration Watch Canada"""" is likely this guy - ","['""@vancouversun', '""""immigration', 'watch', 'canada""""', 'is', 'likely', 'this', 'guy', '-']","['""@vancouversun', '""""immigration', 'watch', 'canada""""', 'likely', 'guy', '-']","(1048576,[35221,146047,312533,569819,621965,907171,1040706],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
393,"@BC411_ FYI, Immigration Watch Canada is this guy - ","['@bc411_', 'fyi,', 'immigration', 'watch', 'canada', 'is', 'this', 'guy', '-']","['@bc411_', 'fyi,', 'immigration', 'watch', 'canada', 'guy', '-']","(1048576,[111304,114253,569819,626016,718278,907171,1040706],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
394,@rightsiderebel @MousseauJim Monsef should be outside of Canada looking online how not to have lied to Immigration! ,"['@rightsiderebel', '@mousseaujim', 'monsef', 'should', 'be', 'outside', 'of', 'canada', 'looking', 'online', 'how', 'not', 'to', 'have', 'lied', 'to', 'immigration!']","['@rightsiderebel', '@mousseaujim', 'monsef', 'outside', 'canada', 'looking', 'online', 'lied', 'immigration!']","(1048576,[10450,19136,326419,434256,626016,796262,982851,991355,1032375],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
395,MaRSDD: ICYMI: TheEconomist profiles Canada's open immigration policies &amp; how they contribute to our economic succ??_ ,"['marsdd:', 'icymi:', 'theeconomist', 'profiles', ""canada's"", 'open', 'immigration', 'policies', '&amp;', 'how', 'they', 'contribute', 'to', 'our', 'economic', 'succ??_']","['marsdd:', 'icymi:', 'theeconomist', 'profiles', ""canada's"", 'open', 'immigration', 'policies', '&amp;', 'contribute', 'economic', 'succ??_']","(1048576,[111304,282926,439392,468882,562872,693815,737310,746639,853720,878047,920770,963756],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
396,"""@BeatlesGreenDay move to Canada with """"the stars""""....oh wait.....they have strict immigration  policys.""","['""@beatlesgreenday', 'move', 'to', 'canada', 'with', '""""the', 'stars""""....oh', 'wait.....they', 'have', 'strict', 'immigration', '', 'policys.""']","['""@beatlesgreenday', 'move', 'canada', '""""the', 'stars""""....oh', 'wait.....they', 'strict', 'immigration', '', 'policys.""']","(1048576,[111304,159066,311430,493217,493893,626016,687904,831190,878350,1035612],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
397,ICYMI: @TheEconomist profiles Canada's open immigration policies &amp; how they contribute to our economic success:??_ ,"['icymi:', '@theeconomist', 'profiles', ""canada's"", 'open', 'immigration', 'policies', '&amp;', 'how', 'they', 'contribute', 'to', 'our', 'economic', 'success:??_']","['icymi:', '@theeconomist', 'profiles', ""canada's"", 'open', 'immigration', 'policies', '&amp;', 'contribute', 'economic', 'success:??_']","(1048576,[111304,282926,468882,693815,737310,772428,853720,878047,920770,928731,963756],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
398,Mexican visa lift kicking in today expected to cost Canada $262M over a decade ,"['mexican', 'visa', 'lift', 'kicking', 'in', 'today', 'expected', 'to', 'cost', 'canada', '$262m', 'over', 'a', 'decade']","['mexican', 'visa', 'lift', 'kicking', 'today', 'expected', 'cost', 'canada', '$262m', 'decade']","(1048576,[33049,140904,231320,297988,406038,408938,576106,612444,616254,626016],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
399,Mexican visa lift expected to cost Canada $262M over a decade - Politics - CBC News ,"['mexican', 'visa', 'lift', 'expected', 'to', 'cost', 'canada', '$262m', 'over', 'a', 'decade', '-', 'politics', '-', 'cbc', 'news']","['mexican', 'visa', 'lift', 'expected', 'cost', 'canada', '$262m', 'decade', '-', 'politics', '-', 'cbc', 'news']","(1048576,[33049,140904,231320,297988,408938,448026,569819,573473,576106,612444,626016,774143],[1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0])",0
400,Wow!! This is not good at all! Mexican visa lift kicking in today expected to cost Canada $262M over a decade ,"['wow!!', 'this', 'is', 'not', 'good', 'at', 'all!', 'mexican', 'visa', 'lift', 'kicking', 'in', 'today', 'expected', 'to', 'cost', 'canada', '$262m', 'over', 'a', 'decade']","['wow!!', 'good', 'all!', 'mexican', 'visa', 'lift', 'kicking', 'today', 'expected', 'cost', 'canada', '$262m', 'decade']","(1048576,[33049,140904,231320,297988,321111,406038,408938,508069,576106,612444,616254,626016,899864],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
401,Mexican visa lift expected to cost Canada $262M over a decade - Politics - CBC News ,"['mexican', 'visa', 'lift', 'expected', 'to', 'cost', 'canada', '$262m', 'over', 'a', 'decade', '-', 'politics', '-', 'cbc', 'news']","['mexican', 'visa', 'lift', 'expected', 'cost', 'canada', '$262m', 'decade', '-', 'politics', '-', 'cbc', 'news']","(1048576,[33049,140904,231320,297988,408938,448026,569819,573473,576106,612444,626016,774143],[1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0])",0
402,#Canada:  Muslim Imam admits refugee resettlement is caliphate-building! ,"['#canada:', '', 'muslim', 'imam', 'admits', 'refugee', 'resettlement', 'is', 'caliphate-building!']","['#canada:', '', 'muslim', 'imam', 'admits', 'refugee', 'resettlement', 'caliphate-building!']","(1048576,[540672,615894,646573,734670,836644,1012171,1025686,1035612],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
403,Trump saves 1100 jobs...at Canada Office of Customs and Immigration,"['trump', 'saves', '1100', 'jobs...at', 'canada', 'office', 'of', 'customs', 'and', 'immigration']","['trump', 'saves', '1100', 'jobs...at', 'canada', 'office', 'customs', 'immigration']","(1048576,[6611,7612,111304,304575,411227,555222,626016,965773],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
404,"Canada Immigration Website Traffic Surges And Crashes In Wake Of Trump #fasttraffic,#sitetraffic,#website,#traffic ","['canada', 'immigration', 'website', 'traffic', 'surges', 'and', 'crashes', 'in', 'wake', 'of', 'trump', '#fasttraffic,#sitetraffic,#website,#traffic']","['canada', 'immigration', 'website', 'traffic', 'surges', 'crashes', 'wake', 'trump', '#fasttraffic,#sitetraffic,#website,#traffic']","(1048576,[7612,111304,345245,414172,492312,583465,626016,639057,815975],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
405,Mexican visa lift expected to cost Canada $262M over a decade - Politics - CBC News ,"['mexican', 'visa', 'lift', 'expected', 'to', 'cost', 'canada', '$262m', 'over', 'a', 'decade', '-', 'politics', '-', 'cbc', 'news']","['mexican', 'visa', 'lift', 'expected', 'cost', 'canada', '$262m', 'decade', '-', 'politics', '-', 'cbc', 'news']","(1048576,[33049,140904,231320,297988,408938,448026,569819,573473,576106,612444,626016,774143],[1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0])",0
406,Labour crisis looms in Canada's agricultural sector - ,"['labour', 'crisis', 'looms', 'in', ""canada's"", 'agricultural', 'sector', '-']","['labour', 'crisis', 'looms', ""canada's"", 'agricultural', 'sector', '-']","(1048576,[219922,468882,569819,666277,935963,957992,1014526],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
407,"Great article by my colleagues on tax, immigration, the election, and moving to Canada  ","['great', 'article', 'by', 'my', 'colleagues', 'on', 'tax,', 'immigration,', 'the', 'election,', 'and', 'moving', 'to', 'canada']","['great', 'article', 'colleagues', 'tax,', 'immigration,', 'election,', 'moving', 'canada']","(1048576,[138356,167222,338170,410515,562744,617382,626016,993617],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
408,Mexican visa lift kicking in today expected to cost Canada $262M over a decade ,"['mexican', 'visa', 'lift', 'kicking', 'in', 'today', 'expected', 'to', 'cost', 'canada', '$262m', 'over', 'a', 'decade']","['mexican', 'visa', 'lift', 'kicking', 'today', 'expected', 'cost', 'canada', '$262m', 'decade']","(1048576,[33049,140904,231320,297988,406038,408938,576106,612444,616254,626016],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
409,American Private Immigration Detention Centers Aren't Going Anywhere | VICE | Canada ,"['american', 'private', 'immigration', 'detention', 'centers', ""aren't"", 'going', 'anywhere', '|', 'vice', '|', 'canada']","['american', 'private', 'immigration', 'detention', 'centers', 'going', 'anywhere', '|', 'vice', '|', 'canada']","(1048576,[73039,111304,223545,353408,494829,597780,626016,663124,681778,889814],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0])",0
410,Labour crisis looms in Canada??s agricultural sector ,"['labour', 'crisis', 'looms', 'in', 'canada??s', 'agricultural', 'sector']","['labour', 'crisis', 'looms', 'canada??s', 'agricultural', 'sector']","(1048576,[34857,219922,666277,935963,957992,1014526],[1.0,1.0,1.0,1.0,1.0,1.0])",0
411,Labour crisis looms in Canada??s agricultural sector ,"['labour', 'crisis', 'looms', 'in', 'canada??s', 'agricultural', 'sector']","['labour', 'crisis', 'looms', 'canada??s', 'agricultural', 'sector']","(1048576,[34857,219922,666277,935963,957992,1014526],[1.0,1.0,1.0,1.0,1.0,1.0])",0
412,"@MaryamMonsef you are an illegal immigrant who lied on her immigration papers, your opinion &amp; thoughts mean nothing in #Canada leave now","['@maryammonsef', 'you', 'are', 'an', 'illegal', 'immigrant', 'who', 'lied', 'on', 'her', 'immigration', 'papers,', 'your', 'opinion', '&amp;', 'thoughts', 'mean', 'nothing', 'in', '#canada', 'leave', 'now']","['@maryammonsef', 'illegal', 'immigrant', 'lied', 'immigration', 'papers,', 'opinion', '&amp;', 'thoughts', 'mean', 'nothing', '#canada', 'leave']","(1048576,[111304,280670,308396,418762,655997,726901,737310,870188,904354,911142,915761,936572,982851],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",1
413,Re: Immigration Into Canada: Not good enough. ,"['re:', 'immigration', 'into', 'canada:', 'not', 'good', 'enough.']","['re:', 'immigration', 'canada:', 'good', 'enough.']","(1048576,[111304,428854,548160,820892,899864],[1.0,1.0,1.0,1.0,1.0])",0
414,"Immigration, Refugees and Citizenship Canada press release: ","['immigration,', 'refugees', 'and', 'citizenship', 'canada', 'press', 'release:']","['immigration,', 'refugees', 'citizenship', 'canada', 'press', 'release:']","(1048576,[410515,456362,583653,626016,755214,957698],[1.0,1.0,1.0,1.0,1.0,1.0])",0
415,Mexican visa lift kicking in today expected to cost Canada $262M over a decade ,"['mexican', 'visa', 'lift', 'kicking', 'in', 'today', 'expected', 'to', 'cost', 'canada', '$262m', 'over', 'a', 'decade']","['mexican', 'visa', 'lift', 'kicking', 'today', 'expected', 'cost', 'canada', '$262m', 'decade']","(1048576,[33049,140904,231320,297988,406038,408938,576106,612444,616254,626016],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
416,Labour crisis looms in Canada??s agricultural sector ,"['labour', 'crisis', 'looms', 'in', 'canada??s', 'agricultural', 'sector']","['labour', 'crisis', 'looms', 'canada??s', 'agricultural', 'sector']","(1048576,[34857,219922,666277,935963,957992,1014526],[1.0,1.0,1.0,1.0,1.0,1.0])",0
417,Suppose a refugee who lied on her immigration paperwork says Canada is an illegal settlement on stolen land.  What's the ethical response?,"['suppose', 'a', 'refugee', 'who', 'lied', 'on', 'her', 'immigration', 'paperwork', 'says', 'canada', 'is', 'an', 'illegal', 'settlement', 'on', 'stolen', 'land.', '', ""what's"", 'the', 'ethical', 'response?']","['suppose', 'refugee', 'lied', 'immigration', 'paperwork', 'says', 'canada', 'illegal', 'settlement', 'stolen', 'land.', '', 'ethical', 'response?']","(1048576,[29176,111304,161826,252535,481411,564610,615894,616712,626016,726901,888167,957749,982851,1035612],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
418,"Global Affairs Canada,Immigration, Refugees and Citizenship Canada press release: ","['global', 'affairs', 'canada,immigration,', 'refugees', 'and', 'citizenship', 'canada', 'press', 'release:']","['global', 'affairs', 'canada,immigration,', 'refugees', 'citizenship', 'canada', 'press', 'release:']","(1048576,[294542,430082,456362,583653,626016,755214,957698,1015190],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
419,"""@tarajcarman @nkeung @nickeagland since when is it """"racist"""" to criticize Canada's mass immigration policy which is leading to white genocide""","['""@tarajcarman', '@nkeung', '@nickeagland', 'since', 'when', 'is', 'it', '""""racist""""', 'to', 'criticize', ""canada's"", 'mass', 'immigration', 'policy', 'which', 'is', 'leading', 'to', 'white', 'genocide""']","['""@tarajcarman', '@nkeung', '@nickeagland', 'since', '""""racist""""', 'criticize', ""canada's"", 'mass', 'immigration', 'policy', 'leading', 'white', 'genocide""']","(1048576,[100611,111304,138056,243929,319485,454281,468882,765181,817974,831214,873239,1027727,1041434],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
420,Bad decision by our PM! Lifting the Mexican Visa Requirement will cost CDN taxpayers 262 million(net) over 10 yrs.  ,"['bad', 'decision', 'by', 'our', 'pm!', 'lifting', 'the', 'mexican', 'visa', 'requirement', 'will', 'cost', 'cdn', 'taxpayers', '262', 'million(net)', 'over', '10', 'yrs.']","['bad', 'decision', 'pm!', 'lifting', 'mexican', 'visa', 'requirement', 'cost', 'cdn', 'taxpayers', '262', 'million(net)', '10', 'yrs.']","(1048576,[42602,51499,210853,218888,231320,267285,381713,408938,441773,576106,620926,724679,754235,1045955],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
421,Mexican visa lift kicking in today expected to cost Canada $262M over a decade ,"['mexican', 'visa', 'lift', 'kicking', 'in', 'today', 'expected', 'to', 'cost', 'canada', '$262m', 'over', 'a', 'decade']","['mexican', 'visa', 'lift', 'kicking', 'today', 'expected', 'cost', 'canada', '$262m', 'decade']","(1048576,[33049,140904,231320,297988,406038,408938,576106,612444,616254,626016],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
422,Labour crisis looms in Canada??s agricultural sector,"['labour', 'crisis', 'looms', 'in', 'canada??s', 'agricultural', 'sector']","['labour', 'crisis', 'looms', 'canada??s', 'agricultural', 'sector']","(1048576,[34857,219922,666277,935963,957992,1014526],[1.0,1.0,1.0,1.0,1.0,1.0])",0
423,"Farmers Feed the World program is a solution""","['farmers', 'feed', 'the', 'world', 'program', 'is', 'a', 'solution""']","['farmers', 'feed', 'world', 'program', 'solution""']","(1048576,[210452,326853,443870,981672,1038948],[1.0,1.0,1.0,1.0,1.0])",0
424,Mexican visa lift kicking in today expected to cost Canada $262M over a decade,"['mexican', 'visa', 'lift', 'kicking', 'in', 'today', 'expected', 'to', 'cost', 'canada', '$262m', 'over', 'a', 'decade']","['mexican', 'visa', 'lift', 'kicking', 'today', 'expected', 'cost', 'canada', '$262m', 'decade']","(1048576,[33049,140904,231320,297988,406038,408938,576106,612444,616254,626016],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
425,&gt;ima move to canada before trump be...,"['&gt;ima', 'move', 'to', 'canada', 'before', 'trump', 'be...']","['&gt;ima', 'move', 'canada', 'trump', 'be...']","(1048576,[7612,158068,159066,626016,826063],[1.0,1.0,1.0,1.0,1.0])",0
426,@laithalsoufi 3/3 This visa is required to show to an immigration officer at the Port of Entry in Canada ,"['@laithalsoufi', '3/3', 'this', 'visa', 'is', 'required', 'to', 'show', 'to', 'an', 'immigration', 'officer', 'at', 'the', 'port', 'of', 'entry', 'in', 'canada']","['@laithalsoufi', '3/3', 'visa', 'required', 'show', 'immigration', 'officer', 'port', 'entry', 'canada']","(1048576,[79613,111304,149386,254304,382753,507875,576106,626016,627855,958628],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
427,@TheSyriaCmpgn @SyrCoalition Immigration Direct  (( Customer Care )),"['@thesyriacmpgn', '@syrcoalition', 'immigration', 'direct', '', '((', 'customer', 'care', '))']","['@thesyriacmpgn', '@syrcoalition', 'immigration', 'direct', '', '((', 'customer', 'care', '))']","(1048576,[111304,245559,247473,391844,573290,666661,854234,895662,1035612],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
