,text,label,tokens,stopWordsRemovedTokens,rawFeatures,features,prediction
122,everything is about balance u gotta make ur man feel appreciated and valued while also reminding him he a loser who… https://t.co/DXD7UGGCVE,0,"['everything', 'is', 'about', 'balance', 'u', 'gotta', 'make', 'ur', 'man', 'feel', 'appreciated', 'and', 'valued', 'while', 'also', 'reminding', 'him', 'he', 'a', 'loser', 'who…', 'https://t.co/dxd7uggcve']","['everything', 'balance', 'u', 'gotta', 'make', 'ur', 'man', 'feel', 'appreciated', 'valued', 'also', 'reminding', 'loser', 'who…', 'https://t.co/dxd7uggcve']","(1048576,[54775,74372,82073,211926,351861,406785,409280,500755,548438,549206,604025,671319,838559,848331,1001473],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[54775,74372,82073,211926,351861,406785,409280,500755,548438,549206,604025,671319,838559,848331,1001473],[5.13873529672,5.13873529672,5.13873529672,4.73327018862,3.88597232823,5.13873529672,5.13873529672,5.13873529672,4.73327018862,4.73327018862,4.73327018862,5.13873529672,5.13873529672,5.13873529672,5.13873529672])",4
123,@kcalero1207 If this is 201 I got a 89.97 and they wouldn’t round up,0,"['@kcalero1207', 'if', 'this', 'is', '201', 'i', 'got', 'a', '89.97', 'and', 'they', 'wouldn’t', 'round', 'up']","['@kcalero1207', '201', 'got', '89.97', 'wouldn’t', 'round']","(1048576,[293607,333634,482011,625351,767576,819831],[1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[293607,333634,482011,625351,767576,819831],[3.63465789995,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672])",4
124,"Bring the drugs baby, I could bring my pain. I got my heart right here. I got my scars right here.",0,"['bring', 'the', 'drugs', 'baby,', 'i', 'could', 'bring', 'my', 'pain.', 'i', 'got', 'my', 'heart', 'right', 'here.', 'i', 'got', 'my', 'scars', 'right', 'here.']","['bring', 'drugs', 'baby,', 'bring', 'pain.', 'got', 'heart', 'right', 'here.', 'got', 'scars', 'right', 'here.']","(1048576,[102296,118590,168003,194893,293607,593701,686072,863331,1039349],[1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0])","(1048576,[102296,118590,168003,194893,293607,593701,686072,863331,1039349],[5.13873529672,8.89117623233,5.13873529672,5.13873529672,7.26931579989,8.89117623233,5.13873529672,5.13873529672,10.2774705934])",4
125,WEHOANS.  FYI.  We must prepare.   The Sunset Strip is built on an active fault.  How do you think those Hollywod H… https://t.co/Lr0JAFZEXw,0,"['wehoans.', '', 'fyi.', '', 'we', 'must', 'prepare.', '', '', 'the', 'sunset', 'strip', 'is', 'built', 'on', 'an', 'active', 'fault.', '', 'how', 'do', 'you', 'think', 'those', 'hollywod', 'h…', 'https://t.co/lr0jafzexw']","['wehoans.', '', 'fyi.', '', 'must', 'prepare.', '', '', 'sunset', 'strip', 'built', 'active', 'fault.', '', 'think', 'hollywod', 'h…', 'https://t.co/lr0jafzexw']","(1048576,[70028,350932,352539,412545,467834,510378,556954,756428,765830,776964,856155,945185,1015839,1035612],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0])","(1048576,[70028,350932,352539,412545,467834,510378,556954,756428,765830,776964,856155,945185,1015839,1035612],[4.22244456485,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,4.73327018862,5.13873529672,5.13873529672,18.762204678])",4
126,@BluEyezMess But I’m sold on Harvey closing,0,"['@blueyezmess', 'but', 'i’m', 'sold', 'on', 'harvey', 'closing']","['@blueyezmess', 'i’m', 'sold', 'harvey', 'closing']","(1048576,[64291,141695,235606,337048,733882],[1.0,1.0,1.0,1.0,1.0])","(1048576,[64291,141695,235606,337048,733882],[5.13873529672,5.13873529672,3.19282514767,5.13873529672,5.13873529672])",7
127,"#35mm en Barcelona, Spain https://t.co/NCiu1OvSlM",0,"['#35mm', 'en', 'barcelona,', 'spain', 'https://t.co/nciu1ovslm']","['#35mm', 'en', 'barcelona,', 'spain', 'https://t.co/nciu1ovslm']","(1048576,[26163,170780,686875,723174,737988],[1.0,1.0,1.0,1.0,1.0])","(1048576,[26163,170780,686875,723174,737988],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672])",4
128,"@PreppyProf If you start tossing Trump gifs at me, it’s going to be a long day. https://t.co/bAsLV7E24I",0,"['@preppyprof', 'if', 'you', 'start', 'tossing', 'trump', 'gifs', 'at', 'me,', 'it’s', 'going', 'to', 'be', 'a', 'long', 'day.', 'https://t.co/baslv7e24i']","['@preppyprof', 'start', 'tossing', 'trump', 'gifs', 'me,', 'it’s', 'going', 'long', 'day.', 'https://t.co/baslv7e24i']","(1048576,[7612,115157,125377,285245,474884,494829,524588,730600,983173,988434,1029700],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[7612,115157,125377,285245,474884,494829,524588,730600,983173,988434,1029700],[4.22244456485,5.13873529672,5.13873529672,5.13873529672,4.44558811616,4.22244456485,5.13873529672,4.44558811616,5.13873529672,4.44558811616,3.43398720449])",4
129,I LOVE MY NEW/OLD Machine!! Singer Rocketeer!! She sews Soooo Beautifully!!… https://t.co/C3EGjFVi0g,1,"['i', 'love', 'my', 'new/old', 'machine!!', 'singer', 'rocketeer!!', 'she', 'sews', 'soooo', 'beautifully!!…', 'https://t.co/c3egjfvi0g']","['love', 'new/old', 'machine!!', 'singer', 'rocketeer!!', 'sews', 'soooo', 'beautifully!!…', 'https://t.co/c3egjfvi0g']","(1048576,[157944,170649,393559,707764,762500,887037,900611,972912,1007424],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[157944,170649,393559,707764,762500,887037,900611,972912,1007424],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,3.63465789995,5.13873529672])",4
130,@ThatDudeSno_op STG I DIDNT,0,"['@thatdudesno_op', 'stg', 'i', 'didnt']","['@thatdudesno_op', 'stg', 'didnt']","(1048576,[188304,931739,940596],[1.0,1.0,1.0])","(1048576,[188304,931739,940596],[5.13873529672,5.13873529672,5.13873529672])",4
131,Who said men couldn’t multi-task!? At the airport and the guy on the ? is taking a conference call whilst ? - some… https://t.co/4bXxn3q0wF,0,"['who', 'said', 'men', 'couldn’t', 'multi-task!?', 'at', 'the', 'airport', 'and', 'the', 'guy', 'on', 'the', '?', 'is', 'taking', 'a', 'conference', 'call', 'whilst', '?', '-', 'some…', 'https://t.co/4bxxn3q0wf']","['said', 'men', 'couldn’t', 'multi-task!?', 'airport', 'guy', '?', 'taking', 'conference', 'call', 'whilst', '?', '-', 'some…', 'https://t.co/4bxxn3q0wf']","(1048576,[77329,96717,168976,190191,195141,256893,556922,569819,829839,860685,896138,907171,988966,992890,999728],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[77329,96717,168976,190191,195141,256893,556922,569819,829839,860685,896138,907171,988966,992890,999728],[4.73327018862,4.44558811616,5.13873529672,5.13873529672,5.13873529672,4.44558811616,5.13873529672,2.57378593926,5.13873529672,5.13873529672,4.73327018862,4.73327018862,5.13873529672,5.13873529672,5.13873529672])",4
132,Yoongi’s selca these days .... ????????? deadly ah @BTS_twt https://t.co/pjdcymUh7o,0,"['yoongi’s', 'selca', 'these', 'days', '....', '?????????', 'deadly', 'ah', '@bts_twt', 'https://t.co/pjdcymuh7o']","['yoongi’s', 'selca', 'days', '....', '?????????', 'deadly', 'ah', '@bts_twt', 'https://t.co/pjdcymuh7o']","(1048576,[134039,154777,304761,782971,811130,820067,893137,981201,999366],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[134039,154777,304761,782971,811130,820067,893137,981201,999366],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,4.22244456485,5.13873529672,5.13873529672,5.13873529672,5.13873529672])",4
133,@Dannyy_me Thank you babe ????,0,"['@dannyy_me', 'thank', 'you', 'babe', '????']","['@dannyy_me', 'thank', 'babe', '????']","(1048576,[132458,236654,504963,694937],[1.0,1.0,1.0,1.0])","(1048576,[132458,236654,504963,694937],[4.22244456485,5.13873529672,5.13873529672,5.13873529672])",4
134,"https://t.co/8WrdWHLlnj he impacted so many lives, especially young men. R.I.P. Coach Red. ??",0,"['https://t.co/8wrdwhllnj', 'he', 'impacted', 'so', 'many', 'lives,', 'especially', 'young', 'men.', 'r.i.p.', 'coach', 'red.', '??']","['https://t.co/8wrdwhllnj', 'impacted', 'many', 'lives,', 'especially', 'young', 'men.', 'r.i.p.', 'coach', 'red.', '??']","(1048576,[151261,183411,184476,507188,539156,624892,720560,846401,918119,926875,1020712],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[151261,183411,184476,507188,539156,624892,720560,846401,918119,926875,1020712],[5.13873529672,5.13873529672,5.13873529672,4.44558811616,5.13873529672,5.13873529672,4.73327018862,4.73327018862,5.13873529672,5.13873529672,4.73327018862])",4
135,You are invited to train w/ Nevada Celtic coaches/trainers. NCFA is hosting FREE clinics designed for the recreatio… https://t.co/5wwsHsRE29,0,"['you', 'are', 'invited', 'to', 'train', 'w/', 'nevada', 'celtic', 'coaches/trainers.', 'ncfa', 'is', 'hosting', 'free', 'clinics', 'designed', 'for', 'the', 'recreatio…', 'https://t.co/5wwshsre29']","['invited', 'train', 'w/', 'nevada', 'celtic', 'coaches/trainers.', 'ncfa', 'hosting', 'free', 'clinics', 'designed', 'recreatio…', 'https://t.co/5wwshsre29']","(1048576,[75621,91100,98387,178806,358383,437943,470149,607490,733513,762049,836365,889680,942101],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[75621,91100,98387,178806,358383,437943,470149,607490,733513,762049,836365,889680,942101],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672])",4
136,"Our tarp days are just getting started @katdonn! Also, I’m pretty sure it’s all we used for a tent in the Tetons ba… https://t.co/WYdVj027qt",0,"['our', 'tarp', 'days', 'are', 'just', 'getting', 'started', '@katdonn!', 'also,', 'i’m', 'pretty', 'sure', 'it’s', 'all', 'we', 'used', 'for', 'a', 'tent', 'in', 'the', 'tetons', 'ba…', 'https://t.co/wydvj027qt']","['tarp', 'days', 'getting', 'started', '@katdonn!', 'also,', 'i’m', 'pretty', 'sure', 'it’s', 'used', 'tent', 'tetons', 'ba…', 'https://t.co/wydvj027qt']","(1048576,[34140,235606,352983,396269,434723,437593,453231,522158,546840,685349,811130,888257,890578,1023831,1029700],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[34140,235606,352983,396269,434723,437593,453231,522158,546840,685349,811130,888257,890578,1023831,1029700],[3.88597232823,3.19282514767,5.13873529672,4.44558811616,5.13873529672,4.44558811616,5.13873529672,5.13873529672,4.73327018862,5.13873529672,4.22244456485,5.13873529672,5.13873529672,5.13873529672,3.43398720449])",4
137,This is some Magneto shit #howdidthishappen https://t.co/n4qzuuGEDv,0,"['this', 'is', 'some', 'magneto', 'shit', '#howdidthishappen', 'https://t.co/n4qzuugedv']","['magneto', 'shit', '#howdidthishappen', 'https://t.co/n4qzuugedv']","(1048576,[223713,392959,588364,695757],[1.0,1.0,1.0,1.0])","(1048576,[223713,392959,588364,695757],[5.13873529672,5.13873529672,4.04012300806,5.13873529672])",4
138,Gotta love this #wpa #fieldhouse #log #porch in #Enumclaw #historic… https://t.co/fGkvtauXVY,0,"['gotta', 'love', 'this', '#wpa', '#fieldhouse', '#log', '#porch', 'in', '#enumclaw', '#historic…', 'https://t.co/fgkvtauxvy']","['gotta', 'love', '#wpa', '#fieldhouse', '#log', '#porch', '#enumclaw', '#historic…', 'https://t.co/fgkvtauxvy']","(1048576,[483520,484837,548438,624837,651046,762028,895821,972912,1029922],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[483520,484837,548438,624837,651046,762028,895821,972912,1029922],[5.13873529672,5.13873529672,4.73327018862,5.13873529672,5.13873529672,5.13873529672,5.13873529672,3.63465789995,5.13873529672])",4
139,?Hot off the press!! Enjoy this months newsletter for May!! ?… https://t.co/GuoMlrEjEl,0,"['?hot', 'off', 'the', 'press!!', 'enjoy', 'this', 'months', 'newsletter', 'for', 'may!!', '?…', 'https://t.co/guomlrejel']","['?hot', 'press!!', 'enjoy', 'months', 'newsletter', 'may!!', '?…', 'https://t.co/guomlrejel']","(1048576,[109840,422977,637174,652476,850250,867478,918961,928365],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[109840,422977,637174,652476,850250,867478,918961,928365],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672])",4
140,If I see one more fuckin watermelon on my timeline?????,0,"['if', 'i', 'see', 'one', 'more', 'fuckin', 'watermelon', 'on', 'my', 'timeline??\u200d??']","['see', 'one', 'fuckin', 'watermelon', 'timeline??\u200d??']","(1048576,[215995,512251,649660,671775,877248],[1.0,1.0,1.0,1.0,1.0])","(1048576,[215995,512251,649660,671775,877248],[2.83615020373,5.13873529672,3.52929738429,5.13873529672,5.13873529672])",4
141,"@KARENHUGER @Andy @Bravotv Karen, you do not look ONE day over 55!!! Have the bestest of birthdays!!! https://t.co/9NdkJrf9pg",0,"['@karenhuger', '@andy', '@bravotv', 'karen,', 'you', 'do', 'not', 'look', 'one', 'day', 'over', '55!!!', 'have', 'the', 'bestest', 'of', 'birthdays!!!', 'https://t.co/9ndkjrf9pg']","['@karenhuger', '@andy', '@bravotv', 'karen,', 'look', 'one', 'day', '55!!!', 'bestest', 'birthdays!!!', 'https://t.co/9ndkjrf9pg']","(1048576,[233071,317273,419872,465993,649660,690430,754949,800389,979635,1010195,1015324],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[233071,317273,419872,465993,649660,690430,754949,800389,979635,1010195,1015324],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,3.52929738429,5.13873529672,5.13873529672,3.52929738429,5.13873529672,4.44558811616,5.13873529672])",4
142,Aw after work I'm gunna go see the progress on my house ??,0,"['aw', 'after', 'work', ""i'm"", 'gunna', 'go', 'see', 'the', 'progress', 'on', 'my', 'house', '??']","['aw', 'work', 'gunna', 'go', 'see', 'progress', 'house', '??']","(1048576,[67617,129154,163803,215995,260637,696765,820775,1046328],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[67617,129154,163803,215995,260637,696765,820775,1046328],[5.13873529672,5.13873529672,5.13873529672,2.83615020373,5.13873529672,4.04012300806,2.88744349812,5.13873529672])",4
143,@TomiLahren Shame on you for blocking @RealCandaceO ...stop the in-fighting! This is disgraceful.,0,"['@tomilahren', 'shame', 'on', 'you', 'for', 'blocking', '@realcandaceo', '...stop', 'the', 'in-fighting!', 'this', 'is', 'disgraceful.']","['@tomilahren', 'shame', 'blocking', '@realcandaceo', '...stop', 'in-fighting!', 'disgraceful.']","(1048576,[197484,269517,458642,558039,756779,801035,853746],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[197484,269517,458642,558039,756779,801035,853746],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,4.73327018862])",4
144,EVERYTHING TRUMP HAS TOLD US ABOUT ANYTHING HAS BEEN A LIE. https://t.co/9gygtQ1ZcH,0,"['everything', 'trump', 'has', 'told', 'us', 'about', 'anything', 'has', 'been', 'a', 'lie.', 'https://t.co/9gygtq1zch']","['everything', 'trump', 'told', 'us', 'anything', 'lie.', 'https://t.co/9gygtq1zch']","(1048576,[7612,229125,369954,546160,604025,745830,839346],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[7612,229125,369954,546160,604025,745830,839346],[4.22244456485,5.13873529672,5.13873529672,4.44558811616,4.73327018862,5.13873529672,4.73327018862])",4
145,@jkempcpa @704heather @ShaunaJ1776 @KevinDBishop Horses! I ride and am a bit jealous!,0,"['@jkempcpa', '@704heather', '@shaunaj1776', '@kevindbishop', 'horses!', 'i', 'ride', 'and', 'am', 'a', 'bit', 'jealous!']","['@jkempcpa', '@704heather', '@shaunaj1776', '@kevindbishop', 'horses!', 'ride', 'bit', 'jealous!']","(1048576,[20813,121019,141854,254314,300274,362458,433575,611380],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[20813,121019,141854,254314,300274,362458,433575,611380],[5.13873529672,5.13873529672,4.73327018862,5.13873529672,5.13873529672,4.44558811616,5.13873529672,5.13873529672])",4
146,@DavidAFrench Dear @DavidAFrench,0,"['@davidafrench', 'dear', '@davidafrench']","['@davidafrench', 'dear', '@davidafrench']","(1048576,[133902,212661],[1.0,2.0])","(1048576,[133902,212661],[5.13873529672,10.2774705934])",4
147,I want to make one thing very clear and please let it sink in...,0,"['i', 'want', 'to', 'make', 'one', 'thing', 'very', 'clear', 'and', 'please', 'let', 'it', 'sink', 'in...']","['want', 'make', 'one', 'thing', 'clear', 'please', 'let', 'sink', 'in...']","(1048576,[35492,94152,190256,299872,351861,369643,649660,850620,1017353],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[35492,94152,190256,299872,351861,369643,649660,850620,1017353],[5.13873529672,5.13873529672,3.88597232823,5.13873529672,3.88597232823,5.13873529672,3.52929738429,4.73327018862,4.22244456485])",4
148,“Let him who is w… https://t.co/cxw5gLx0Iw,0,"['“let', 'him', 'who', 'is', 'w…', 'https://t.co/cxw5glx0iw']","['“let', 'w…', 'https://t.co/cxw5glx0iw']","(1048576,[477973,795706,801975],[1.0,1.0,1.0])","(1048576,[477973,795706,801975],[5.13873529672,4.73327018862,5.13873529672])",4
149,My nigga Quad is really mad dirty. This shit needs to be shut down effective immediately,0,"['my', 'nigga', 'quad', 'is', 'really', 'mad', 'dirty.', 'this', 'shit', 'needs', 'to', 'be', 'shut', 'down', 'effective', 'immediately']","['nigga', 'quad', 'really', 'mad', 'dirty.', 'shit', 'needs', 'shut', 'effective', 'immediately']","(1048576,[14,18327,176673,250288,452366,527379,588364,686590,763410,899750],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[14,18327,176673,250288,452366,527379,588364,686590,763410,899750],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,4.04012300806,5.13873529672,5.13873529672,5.13873529672])",4
150,I studied too much today... my head is going to explode. https://t.co/dZVAATLxDh,1,"['i', 'studied', 'too', 'much', 'today...', 'my', 'head', 'is', 'going', 'to', 'explode.', 'https://t.co/dzvaatlxdh']","['studied', 'much', 'today...', 'head', 'going', 'explode.', 'https://t.co/dzvaatlxdh']","(1048576,[76764,363304,494829,666063,888485,924946,926949],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[76764,363304,494829,666063,888485,924946,926949],[4.22244456485,5.13873529672,4.22244456485,5.13873529672,4.73327018862,5.13873529672,5.13873529672])",4
151,@keithhernandez Whew for a half second though you were talking about Hadji,0,"['@keithhernandez', 'whew', 'for', 'a', 'half', 'second', 'though', 'you', 'were', 'talking', 'about', 'hadji']","['@keithhernandez', 'whew', 'half', 'second', 'though', 'talking', 'hadji']","(1048576,[17252,548433,699999,772056,787283,798992,983771],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[17252,548433,699999,772056,787283,798992,983771],[5.13873529672,5.13873529672,5.13873529672,4.73327018862,5.13873529672,5.13873529672,5.13873529672])",4
152,I was never too weak. Or too strong. I was a victim of the ambitions of arrogant young men &amp; jealous women. And oth… https://t.co/iTj8Tvq6n4,0,"['i', 'was', 'never', 'too', 'weak.', 'or', 'too', 'strong.', 'i', 'was', 'a', 'victim', 'of', 'the', 'ambitions', 'of', 'arrogant', 'young', 'men', '&amp;', 'jealous', 'women.', 'and', 'oth…', 'https://t.co/itj8tvq6n4']","['never', 'weak.', 'strong.', 'victim', 'ambitions', 'arrogant', 'young', 'men', '&amp;', 'jealous', 'women.', 'oth…', 'https://t.co/itj8tvq6n4']","(1048576,[3539,96717,322670,458957,523598,572820,719178,737310,770094,833950,896970,968557,1020712],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[3539,96717,322670,458957,523598,572820,719178,737310,770094,833950,896970,968557,1020712],[5.13873529672,4.44558811616,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,3.88597232823,3.7524409356,5.13873529672,5.13873529672,5.13873529672,4.73327018862])",4
