,_1,_2,_3,_4
1854,@mention Thanks for the Apple Store #sxsw retweet.,"(262144,[7367,70758,128272,200223,221790,241100],[2.53354670325,0.0,1.38124053661,2.24763925416,4.4065316124,0.615026147212])","[0.166996634027,0.108996010849,0.10817413791,0.116631839286,0.117912179569,0.127264298687,0.133993289568,0.120031610105]",0
1859,"@mention thanx 4 the follow!, nice meetin' u @mention #sxsw party i'll let peeps know about @mention #iphonedev #androiddev #iphone","(262144,[17517,22346,33524,64188,83201,85996,87568,120007,128272,140931,211926,233878,241100,251810,260332],[0.0,5.48987642894,3.85353106358,4.99739994384,0.0,0.0,3.8187449475,0.0,4.14372160982,4.19889224762,4.27685378909,4.79672924838,0.615026147212,6.1830236095,0.0])","[0.187013481861,0.0847185320455,0.080782735197,0.0843954045405,0.157718887472,0.1248485693,0.160740302654,0.11978208693]",0
1863,@mention That's impressive for a &quot;popup&quot; store. You must have purchased yourself an iPad 2. Enjoy #SXSW.,"(262144,[12057,109840,128272,148345,150945,154125,188737,227983,229407,231140],[0.0,5.87286868119,1.38124053661,3.40476914972,0.0,0.0,4.8197187666,2.1085725878,5.08441132083,4.99739994384])","[0.203620947832,0.117316895234,0.0881491281966,0.101960190975,0.10077294501,0.0960130730622,0.133233801597,0.158933018092]",0
1871,Watching the 3D rendering that the #google team put together is awe inspiring. Its like we're the Jetsons. #MarissaGoogle #sxsw,"(262144,[39681,63139,65796,66875,75042,122551,147224,150079,185643,208258,235700,240874,241100],[0.0,5.58518660874,5.87286868119,5.53639644457,5.63647990313,3.87138868098,6.2783337893,0.0,0.0,3.49332254706,5.36204305743,0.0,0.615026147212])","[0.260476179377,0.0761864519515,0.116924661704,0.084261129187,0.0790804740832,0.20931939413,0.0979345210205,0.0758171885471]",0
1874,THIS was the best thing I saw at #SXSW tonight. RT @mention Security guards protecting iPad 2. Awesome. {link},"(262144,[6981,98318,99484,107499,111168,128272,150537,166027,194186,212976,227983,231140,241100,248305],[4.8197187666,0.0,0.0,4.99739994384,6.78915941307,1.38124053661,1.30643932352,4.57358569706,5.80833016006,6.09601223251,2.1085725878,4.99739994384,0.615026147212,2.7003858959])","[0.331999437258,0.0821263271048,0.0732071660624,0.104052607661,0.0795934145262,0.0762312227288,0.125162748586,0.127627076072]",0
1889,Watching the iPad-made movie at #busy makes me wish I was at whatever party they were at when they made it instead of... here. #SXSW,"(262144,[6193,20719,33524,63139,74079,140784,155321,183375,212739,222193,241100,250475,252917],[0.0,5.08441132083,3.85353106358,5.58518660874,5.40286505195,4.91735723617,0.0,0.0,0.0,0.0,0.615026147212,5.28508201629,6.01596952484])","[0.215631400411,0.140523777838,0.101866698096,0.0796308918616,0.0789976184053,0.0825831275041,0.159181200896,0.141585284988]",0
1892,@mention the line at the temporary apple store here at #sxsw was unreal. Just walked by on my way to the convention center. #ipad2,"(262144,[7367,30331,46524,109921,110078,128272,179342,199255,200223,231090,241100,257241],[2.53354670325,4.23711346044,5.36204305743,3.96579836546,3.45102016737,1.38124053661,6.50147734062,4.53786761446,2.24763925416,0.0,0.615026147212,0.0])","[0.17760073679,0.151872803987,0.094975853936,0.0856129154703,0.0964023569417,0.154878196421,0.125927867438,0.112729269017]",0
1893,We're at the Lustre Pearl getting ready for our presentation at the Team Android Awards #sxsw,"(262144,[25147,34140,60446,92900,207194,225119,226131,235700,241100],[3.8447204339,4.79672924838,6.38369430496,5.74770553824,5.40286505195,0.0,6.38369430496,5.36204305743,0.615026147212])","[0.264197103185,0.0766276436231,0.0788200322363,0.178322928907,0.110919933785,0.132805146696,0.0802698376959,0.0780373738725]",0
1908,"After further review, it's probably my downloading of the #SXSW torrents making things slow {link}","(262144,[27707,47522,47815,71524,91038,148921,150537,226568,241100],[0.0,0.0,6.63500873324,5.32282234428,6.63500873324,5.02557082081,1.30643932352,5.87286868119,0.615026147212])","[0.27138150756,0.0833466700365,0.209998799855,0.0832109777008,0.0941343606269,0.0826424712161,0.0924463092721,0.0828389037332]",0
1929,Google maths of the day: wave + buzz = circles! #google #circles #fail #sxsw,"(262144,[27317,30408,33647,45206,59791,98167,110898,122551,194347,234348,241100,253524],[0.0,0.0,6.38369430496,5.21362305231,0.0,4.89203942818,0.0,3.87138868098,0.0,5.28508201629,0.615026147212,2.0086363396])","[0.265140043149,0.0864400905784,0.131617767746,0.0931572723003,0.0861407576506,0.0877851322114,0.0888180523736,0.16090088399]",0
1957,(via @mention #SXSW 2011: The #Google and #Bing smackdown in all its bloody banality {link},"(262144,[107160,122551,124160,128272,138105,150537,217078,227216,228555,241100],[0.0,3.87138868098,0.0,1.38124053661,6.38369430496,1.30643932352,4.86734681559,0.0,6.78915941307,0.615026147212])","[0.328795202617,0.109968859804,0.0916585566728,0.108412586067,0.0897408987934,0.0898480705007,0.0912583592296,0.0903174663147]",0
1968,(y) ???@mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link},"(262144,[7367,29945,87568,110319,129622,131428,150537,152164,152165,168364,211965,236712,241100],[2.53354670325,2.66471681969,3.8187449475,4.91735723617,3.21028085417,0.0,1.30643932352,4.86734681559,5.44542466637,5.63647990313,4.91735723617,5.21362305231,0.615026147212])","[0.449066831903,0.0739386038887,0.0710577959767,0.073087273803,0.0736836060762,0.0733912322372,0.107734554245,0.0780401018698]",0
1972,Cc : @mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW (cont) {link},"(262144,[7367,29945,60349,87568,110319,128272,129622,150537,152164,185302,187457,211965,241100,248305],[2.53354670325,2.66471681969,6.50147734062,3.8187449475,4.91735723617,2.76248107321,3.21028085417,1.30643932352,4.86734681559,5.44542466637,5.63647990313,4.91735723617,0.615026147212,2.7003858959])","[0.434658298675,0.0692305732678,0.0673846789386,0.0734847612188,0.100593285591,0.0701152277839,0.0726299376785,0.111903236847]",0
1979,Google Latitude to make a big push at #SXSW..will they breakthrough this year? {link},"(262144,[30006,60761,89717,100864,150537,163227,171812,237210,253524],[4.45378449725,0.0,4.50338143839,0.0,1.30643932352,6.09601223251,0.0,0.0,2.0086363396])","[0.174200159111,0.151199220337,0.101843523833,0.10256888081,0.139703262365,0.0993038081883,0.127894435329,0.103286710028]",0
1990,"San Jose to Austin.  I am surrounded by Apple and Google peeps, every tech nerds dream. Time turn up the charm and find a new bff #sxsw","(262144,[13050,16306,29945,39964,49381,78591,88302,91634,91878,121517,126208,143046,195155,200223,241100,243263,249180,253524,261111],[5.53639644457,0.0,2.66471681969,6.2783337893,0.0,0.0,6.1830236095,6.63500873324,4.77425639253,3.93652798316,5.36204305743,0.0,5.53639644457,2.24763925416,0.615026147212,6.78915941307,2.33481211682,2.0086363396,5.53639644457])","[0.431039686886,0.0672712837352,0.0613249718887,0.065602945012,0.0671253272617,0.128982666381,0.067521457073,0.111131661763]",0
2024,For iPod too? RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW (cont) {link},"(262144,[7367,29945,87568,100642,110319,128272,129622,150537,152164,172700,187457,211965,241100,248305],[2.53354670325,2.66471681969,3.8187449475,6.78915941307,4.91735723617,1.38124053661,3.21028085417,1.30643932352,4.86734681559,0.0,5.63647990313,4.91735723617,0.615026147212,2.7003858959])","[0.482727564799,0.0734681840509,0.0713233199775,0.0757728717491,0.0735786653962,0.0740379694608,0.0746814326214,0.0744099919455]",0
2026,My CNET story on Apple's schooling the social marketing execs at #SXSW with its pop-up #iPad2  launch {link},"(262144,[57035,94641,102257,109921,150537,170993,189522,215949,235742,241100,242616,249180,256655],[3.94618989407,6.78915941307,3.46292506988,3.96579836546,1.30643932352,6.50147734062,0.0,3.39353307646,5.36204305743,0.615026147212,5.74770553824,2.33481211682,0.0])","[0.209397005875,0.0876910581722,0.121091875211,0.0820262968004,0.122955465077,0.14539787583,0.0890011107857,0.142439312249]",0
2027,There is totally a make-shift Apple store downtown. #sxsw,"(262144,[7367,89663,114164,170130,200223,241100],[2.53354670325,6.09601223251,0.0,0.0,2.24763925416,0.615026147212])","[0.214627217499,0.107322362239,0.106501126352,0.107768216973,0.10969422379,0.119783870813,0.119205771758,0.115097210575]",0
2028,@mention totally digging the new foursquare on iPhone. Just in time for #sxsw. Craps rematch in Austin from big Omaha?,"(262144,[29945,30006,69464,89663,100055,121517,128272,148345,173829,184315,217381,228527,252859],[2.66471681969,4.45378449725,0.0,6.09601223251,0.0,3.93652798316,1.38124053661,3.40476914972,4.53786761446,0.0,0.0,5.63647990313,3.04752939357])","[0.251952849833,0.184142260571,0.0815893849567,0.0988427958149,0.0952967666949,0.101025382509,0.0947967857034,0.0923537739169]",0
2031,"Google Hotpot - &quot;Not as good as other services, but we will force it on you anyways.&quot; #SXSW","(262144,[43775,45531,88596,108295,113432,128900,151525,241100,253524],[0.0,2.64338267721,0.0,0.0,4.13826762581,5.63647990313,0.0,0.615026147212,2.0086363396])","[0.191648899538,0.105633586691,0.111792232881,0.111885650311,0.110430464046,0.129988255812,0.123448252734,0.115172657988]",0
2033,"Google Hotpot at #sxsw - instant rating &amp; review via Places, social sharing, etc. Yelp killer?","(262144,[11436,19059,27069,45531,68739,108647,113369,122979,124961,128900,213022,215949,220184,241100,253524],[0.0,0.0,6.63500873324,2.64338267721,0.0,6.38369430496,0.0,3.69056975408,0.0,5.63647990313,3.0240908206,3.39353307646,6.63500873324,0.615026147212,2.0086363396])","[0.257938638505,0.154121022292,0.157662493012,0.0866735462903,0.0836544622453,0.0881875707242,0.0840114433758,0.0877508235557]",0
2034,Google hotpot brings Netflix-style functionality to Places. Result is Yelp with no personality. #bettersearch #SXSW,"(262144,[27069,76276,83513,128900,146728,170468,189837,199110,234145,241100,253524],[6.63500873324,0.0,0.0,5.63647990313,0.0,0.0,0.0,0.0,0.0,0.615026147212,2.0086363396])","[0.277149800851,0.102515576405,0.10144121734,0.104907947023,0.101795674367,0.106117764694,0.104199035775,0.101872983546]",0
2036,Google hotpot has anyone used it? #sxsw,"(262144,[128900,137248,138193,161061,241100,253524],[5.63647990313,0.0,4.94333272257,5.48987642894,0.615026147212,2.0086363396])","[0.176369786179,0.139793238013,0.121900140931,0.120429015759,0.099817187342,0.10904529927,0.134451862119,0.0981934703874]",0
2045,Crowd control at the Apple pop up #sxsw  {link},"(262144,[14898,150537,174771,200223,204400,241100,249180],[6.38369430496,1.30643932352,4.26343076876,2.24763925416,5.53639644457,0.615026147212,2.33481211682])","[0.309566670711,0.0939308088413,0.0943437365712,0.0959001277571,0.10033538522,0.104707070775,0.101236780766,0.0999794193573]",0
2046,don't distrub my circles - RT @mention We're not launching any products at #SXSW - dancing today {link},"(262144,[45531,49056,74318,125394,128272,143894,147756,150537,199371,241100,248305],[5.28676535443,4.11501076364,5.36204305743,4.86734681559,1.38124053661,3.40476914972,0.0,1.30643932352,0.0,0.615026147212,2.7003858959])","[0.172141380714,0.0951335540546,0.125827971011,0.161640281744,0.125867603276,0.103111677104,0.112573009746,0.103704522351]",0
2047,The Industry Party #GSDM #Google was a grand affair.,"(262144,[33524,49250,67889,122551,190234,242249],[3.85353106358,5.63647990313,5.36204305743,3.87138868098,0.0,0.0])","[0.193659246905,0.0950684683922,0.150857073175,0.0994160755503,0.10368231553,0.164342137771,0.0976518125838,0.0953228700935]",0
2057,"Perfect attention to detail RT @mention Google recreated the code for Pac-Man for their doodle, original bugs included. #sxsw #googledoodles","(262144,[6119,9627,35050,40854,71829,80988,93284,111361,128272,133774,184641,238301,241100,248305,253524],[0.0,0.0,6.78915941307,0.0,0.0,0.0,5.87286868119,0.0,1.38124053661,6.63500873324,0.0,6.63500873324,0.615026147212,2.7003858959,2.0086363396])","[0.400561401592,0.0928758118037,0.0848425632227,0.0874595883632,0.0829043692176,0.0831601778155,0.0844459429149,0.08375014507]",0
2067,No more stumbling around lost at #SXSW! Stay in contact with your group with the @mention #iPhone application {link},"(262144,[19153,30950,67577,73249,78329,87568,128272,150537,191109,191260,239295],[5.94186155268,4.86734681559,6.63500873324,5.80833016006,4.47004501812,3.8187449475,1.38124053661,1.30643932352,0.0,5.58518660874,0.0])","[0.192176306959,0.0768180755228,0.0788766095795,0.166569471012,0.0769923794548,0.149853694752,0.143572973646,0.115140489074]",0
2079,I need a Twitter app recommendation for my new iPad 2. Thoughts? #SXSW,"(262144,[22016,29945,76515,83161,129622,227983,231140,241100,258670],[0.0,2.66471681969,0.0,3.5702835882,3.21028085417,2.1085725878,4.99739994384,0.615026147212,5.36204305743])","[0.175886103328,0.147402329251,0.103586549109,0.107638716685,0.142229207303,0.112465415721,0.109318397802,0.101473280802]",0
2083,#SocialNetworks: #Google noch heute mit #Circles? #Facebook-Konkurrent! {link} via @mention und {link} #SXSW,"(262144,[52841,69147,112434,122551,122979,123904,128272,150537,176978,200256,212402,241100],[0.0,0.0,0.0,3.87138868098,3.69056975408,0.0,1.38124053661,2.61287864705,0.0,0.0,0.0,0.615026147212])","[0.188985841131,0.11102156902,0.129451528408,0.116977090729,0.1104170329,0.111537788163,0.112652367029,0.118956782619]",0
2087,#SXSW party podcasts {link} @mention @mention @mention @mention @iAmPaintedFace @H0U5T0N,"(262144,[33524,41186,128272,150537,178964,199903,241100],[3.85353106358,0.0,5.52496214642,1.30643932352,0.0,0.0,0.615026147212])","[0.185892802225,0.111564268937,0.110103235774,0.126026408709,0.115059296088,0.112948482969,0.121520822384,0.116884682913]",0
2089,#SXSW party time with @mention and @mention thanks @mention,"(262144,[33524,121517,128272,221790,241100],[3.85353106358,3.93652798316,4.14372160982,4.4065316124,0.615026147212])","[0.197560316906,0.102481066564,0.101719575979,0.123002736712,0.118276393127,0.127218620228,0.124013866712,0.105727423772]",0
2093,@mention U in this line? RT @mention 10:30 AM line at Apple pop-up store in Austin. It opens at 5 PM. #sxsw {link},"(262144,[7367,13050,57035,89689,110078,112856,128272,150537,176938,200223,211926,216393,219752,241100,248305],[2.53354670325,5.53639644457,3.94618989407,4.89203942818,3.45102016737,6.63500873324,2.76248107321,1.30643932352,0.0,2.24763925416,4.27685378909,5.6905471244,6.63500873324,0.615026147212,2.7003858959])","[0.437249570098,0.0907183980389,0.068778204059,0.0735369461453,0.0716994497368,0.0824562753368,0.0771181117288,0.0984430448565]",0
2117,"CNN to launch &quot;TV everywhere&quot; service for mobile, Google TV and computers: {link} #SXSW","(262144,[10565,24113,102257,126770,134723,140089,150537,193882,215191,241100,253524],[0.0,5.6905471244,3.46292506988,5.63647990313,5.80833016006,0.0,1.30643932352,0.0,0.0,0.615026147212,2.0086363396])","[0.203515374198,0.111011631808,0.109372194701,0.110744671204,0.108138273262,0.09380662389,0.170903769524,0.0925074614132]",0
2118,"CNN to launch &quot;TV everywhere&quot; service for mobile, Google TV and computers: {link} #SXSW via @mention","(262144,[10565,24113,102257,122979,126770,128272,134723,140089,150537,193882,215191,241100,253524],[0.0,5.6905471244,3.46292506988,3.69056975408,5.63647990313,1.38124053661,5.80833016006,0.0,1.30643932352,0.0,0.0,0.615026147212,2.0086363396])","[0.21109611275,0.106548167848,0.124151269793,0.107354284127,0.102834487707,0.0909783469564,0.163577088231,0.0934602425877]",0
2140,prepping up for #sxsw aka &quot;Nerds Gone Wild&quot; - here's a list of all the parties thanks @mention {link},"(262144,[14376,15145,45531,67877,121306,128272,144582,150537,182496,196543,221790,241100],[5.94186155268,0.0,2.64338267721,5.53639644457,0.0,1.38124053661,6.78915941307,1.30643932352,6.63500873324,0.0,4.4065316124,0.615026147212])","[0.193328986525,0.0806414344217,0.159014288643,0.121198685185,0.0846022681855,0.0873464937763,0.125299094797,0.148568748467]",0
2153,We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circles,"(262144,[30006,34210,45206,49185,121886,122551,142714,150537,202715,241100,242204,249180],[4.45378449725,5.94186155268,5.21362305231,4.86734681559,5.74770553824,3.87138868098,6.1830236095,1.30643932352,6.1830236095,0.615026147212,6.01596952484,2.33481211682])","[0.520256808094,0.0666151412478,0.0664257013307,0.067718147082,0.0674081353095,0.0673877255935,0.0679120259895,0.0762763153526]",0
