,text,features,prediction
198,"Hundreds may lose Canadian citizenship, resident status because of one corrupt immigration consultant ","(1048576,[111304,140586,161862,181609,203154,322438,393050,456854,465662,649660,1025628],[2.67012223826,4.43778415591,5.40286505195,5.24871437212,5.53639644457,5.1151829795,5.40286505195,5.36204305743,5.48987642894,3.85353106358,5.58518660874])",2
199,"Canada Should do this too , Fact ; Manny of The IMMIGRANTS The Government of Canada Immigration Dept  let in Are Cr??_ ","(1048576,[56858,110102,111304,167503,251184,448394,591508,626016,633104,850620,997427,1035612],[6.63500873324,7.88777170174,2.67012223826,6.78915941307,7.88777170174,7.88777170174,4.68909858419,5.19900934208,7.88777170174,4.99739994384,5.53639644457,2.33481211682])",2
200,Lmao @Canada give him immigration already FFS ,"(1048576,[62713,111304,180865,369511,677315,863398],[5.21362305231,2.67012223826,6.97148096986,4.27685378909,7.88777170174,6.97148096986])",2
201,READERS ARE Leaders! ,"(1048576,[417155,593885],[7.88777170174,7.88777170174])",2
202,"In Canada, there are approx 500,000 ppl in Ontario who are denied healthcare due to immigration status ","(1048576,[111304,155158,181609,244276,248976,341803,523734,758654,780812,975935],[2.67012223826,6.97148096986,5.24871437212,7.88777170174,5.53639644457,6.50147734062,7.88777170174,6.97148096986,7.19462452118,6.63500873324])",2
203,Canada Posts Strongest Quarterly Growth in Two Years ,"(1048576,[15664,156623,598761,626016,651090,771816,1006373],[5.05455835768,7.19462452118,4.99739994384,2.59950467104,7.19462452118,7.88777170174,7.88777170174])",2
204,IRCC Canada made key changes to their Express Entry Immigration program. to read more ,"(1048576,[67841,111304,204515,262035,315714,449389,495083,626016,627855,665072],[7.48230659363,2.67012223826,6.38369430496,5.32282234428,5.87286868119,7.88777170174,6.1830236095,2.59950467104,5.28508201629,4.91735723617])",2
205,Labour crisis looms in Canada??s agricultural sector | Toronto Star ,"(1048576,[34857,174395,213314,219922,666277,889814,935963,957992,1014526],[4.91735723617,6.50147734062,6.38369430496,5.05455835768,4.89203942818,4.68909858419,5.02557082081,4.99739994384,4.97000096965])",2
206,"Hundreds may lose citizenship, resident status because of one deceitful immigration consultant ","(1048576,[111304,140586,161862,181609,322438,446163,456854,465662,649660,1025628],[2.67012223826,4.43778415591,5.40286505195,5.24871437212,5.1151829795,7.19462452118,5.36204305743,5.48987642894,3.85353106358,5.58518660874])",2
207,"Hundreds may lose citizenship, resident status because of one deceitful immigration consultant ","(1048576,[111304,140586,161862,181609,322438,446163,456854,465662,649660,1025628],[2.67012223826,4.43778415591,5.40286505195,5.24871437212,5.1151829795,7.19462452118,5.36204305743,5.48987642894,3.85353106358,5.58518660874])",2
208,Canada Investor Immigration Program Business Migration for residence and Citizenship PinoyCare Visa Center is??_ ,"(1048576,[55397,111304,145875,210452,242864,560582,576106,583653,604846,626016,641070,847039],[5.32282234428,2.67012223826,7.88777170174,6.2783337893,7.19462452118,7.88777170174,4.09228251256,5.87286868119,7.48230659363,2.59950467104,5.63647990313,7.48230659363])",2
209,Have immigration-related questions you'd like to see in our next blog post? Email contact@canadianimmigration.com #canada #cdnimm,"(1048576,[215995,260955,271703,343463,470402,545073,579249,740303,795104,904354,978763],[3.77689783756,5.87286868119,6.01596952484,6.2783337893,3.49332254706,5.74770553824,4.48657432007,7.88777170174,7.88777170174,4.45378449725,7.88777170174])",2
210,Join the conversation about #immigration to #Canada on our Linkedin page: ,"(1048576,[251004,294669,563140,582617,904354,1021672],[7.48230659363,4.52047587175,6.97148096986,6.38369430496,4.45378449725,6.1830236095])",2
211,#EthicalConsulting #Canada #Citizenship #Immigration... ,"(1048576,[13841,612251,869905,904354],[7.88777170174,7.88777170174,7.88777170174,4.45378449725])",2
212,Labour crisis looms in Canada??s agricultural sector ,"(1048576,[34857,219922,666277,935963,957992,1014526],[4.91735723617,5.05455835768,4.89203942818,5.02557082081,4.99739994384,4.97000096965])",2
213,"Hundreds may lose Canadian citizenship, resident status because of one corrupt immigration consultant ","(1048576,[111304,140586,161862,181609,203154,322438,393050,456854,465662,649660,1025628],[2.67012223826,4.43778415591,5.40286505195,5.24871437212,5.53639644457,5.1151829795,5.40286505195,5.36204305743,5.48987642894,3.85353106358,5.58518660874])",2
214,"$500 fee hike for immigrants called cash grab, head tax ","(1048576,[159775,178534,363304,591508,772234,788336,821513,897781,916793],[7.48230659363,4.17419963503,5.63647990313,4.68909858419,5.87286868119,7.48230659363,7.48230659363,7.88777170174,6.01596952484])",2
215,"Hundreds may lose Canadian citizenship, resident status because of one corrupt #immigration consultant: ","(1048576,[140586,160349,181609,203154,294669,322438,393050,456854,465662,649660,1025628],[4.43778415591,7.48230659363,5.24871437212,5.53639644457,4.52047587175,5.1151829795,5.40286505195,5.36204305743,5.48987642894,3.85353106358,5.58518660874])",2
216,@England your nation mate @Canada has a immigration scheme that grants foreign excellence employment to better thei??_ ,"(1048576,[111304,115526,176265,180865,258215,302696,313196,415619,471253,902349,988904,1004922],[2.67012223826,6.50147734062,7.88777170174,6.97148096986,7.88777170174,7.88777170174,7.88777170174,7.88777170174,7.88777170174,4.66889587687,7.88777170174,7.48230659363])",2
217,"@CassieLeuffen @MarketWatch Canada's immigration website crashed NO ONE left! Disappointed Some illegal immigrants left,are Canada's problem","(1048576,[111304,182392,366960,420246,468882,473179,583465,588173,591508,649660,699610,726901,865306],[2.67012223826,6.38369430496,7.19462452118,7.19462452118,9.63943753321,7.88777170174,5.17972150063,6.78915941307,4.68909858419,3.85353106358,7.88777170174,6.1830236095,7.88777170174])",2
218,"Hundreds may lose Canadian citizenship, resident status because of one corrupt immigration consultant","(1048576,[111304,140586,161862,181609,203154,322438,393050,456854,465662,649660,1025628],[2.67012223826,4.43778415591,5.40286505195,5.24871437212,5.53639644457,5.1151829795,5.40286505195,5.36204305743,5.48987642894,3.85353106358,5.58518660874])",2
219,"Hundreds may lose Canadian citizenship, resident status because of one corrupt immigration consultant. ","(1048576,[111304,140586,181609,203154,236032,322438,393050,456854,465662,649660,1025628],[2.67012223826,4.43778415591,5.24871437212,5.53639644457,7.48230659363,5.1151829795,5.40286505195,5.36204305743,5.48987642894,3.85353106358,5.58518660874])",2
220,.@DanaLynnWagner: Should Canada resettle #refugees from Greece? : ,"(1048576,[93799,229626,418294,445005,626016,971734],[7.88777170174,7.88777170174,7.88777170174,7.88777170174,2.59950467104,5.44542466637])",2
221,"Cerisier c. Canada (Citoyennet? et Immigration), 2016 CF 1315 (CanLII) ","(1048576,[23811,125058,169800,240405,256852,258904,328545,432670,626016,826206],[7.19462452118,7.88777170174,5.44542466637,7.88777170174,5.63647990313,6.38369430496,7.19462452118,5.94186155268,2.59950467104,5.80833016006])",2
222,"Canada (Citizenship and Immigration) v. Menezes, 2016 FC 1301 (CanLII) ","(1048576,[169800,207187,253154,256852,276238,458827,473193,537797,626016],[5.44542466637,7.88777170174,5.87286868119,5.63647990313,7.48230659363,6.38369430496,5.87286868119,7.88777170174,2.59950467104])",2
223,Canada Immigration News - Rural Areas and Small Cities Across Canada Eager to Attract More Newc...??_ ,"(1048576,[111304,548274,569819,573473,626016,751950,800712,801988,809209,816438,1001982,1007480],[2.67012223826,7.88777170174,2.64338267721,4.86734681559,5.19900934208,6.78915941307,7.48230659363,7.88777170174,7.88777170174,7.88777170174,6.50147734062,7.48230659363])",2
224,"Chris Alexander announces Tory leadership bid, wants #Canada to boost #immigration to 400,000 a year. #cdnpoli ","(1048576,[101868,265002,294669,315073,336591,478576,534588,600846,735095,741112,860755,904354,910266],[7.48230659363,7.88777170174,4.52047587175,7.48230659363,6.1830236095,6.38369430496,7.88777170174,4.89203942818,6.09601223251,6.78915941307,7.88777170174,4.45378449725,7.88777170174])",2
225,"With Trump threatening to rip up NAFTA, #Canada opens its doors to Mexicans  ","(1048576,[7612,216393,436585,526018,626464,764315,904354,1002340],[5.87286868119,5.6905471244,7.88777170174,7.19462452118,7.19462452118,7.88777170174,4.45378449725,7.88777170174])",2
226,"Ville de Laval: Coordonnateur(trice) - immigration (Laval, Qu?bec, Ca... ","(1048576,[36449,78153,94932,111304,382493,569819,825976,1014364,1026528],[4.99739994384,7.88777170174,7.88777170174,2.67012223826,7.88777170174,2.64338267721,7.88777170174,7.88777170174,7.88777170174])",2
227,@reason @brianmdoherty #askalibertarian Can one still be a libertarian if he prefers smart immigration (Canada/Australia) over open borders?,"(1048576,[56038,99356,111304,163803,323071,489913,491553,511946,560488,649660,693815,963374],[7.88777170174,7.88777170174,2.67012223826,7.88777170174,7.88777170174,5.48987642894,7.88777170174,7.88777170174,4.45378449725,3.85353106358,4.22421005561,7.88777170174])",2
228,"""Hate group """"Immigration Watch Canada"""" are the racist shitbags behind anti-Chinese flyers in Richmond BC: ","(1048576,[88573,116342,146047,147748,386416,445285,489995,621965,715548,894755,960393,1040706],[6.97148096986,6.01596952484,7.48230659363,7.48230659363,7.88777170174,7.88777170174,7.88777170174,7.48230659363,5.58518660874,7.88777170174,7.48230659363,5.40286505195])",2
229,Will new immigration policies in the US translate into good news for Canada's tech sector? ,"(1048576,[20268,29945,111304,468882,546160,569557,573473,719443,878047,899864],[6.78915941307,2.66471681969,2.67012223826,4.8197187666,4.33242364025,7.88777170174,4.86734681559,5.53639644457,6.1830236095,4.13826762581])",2
230,Your clear path to immigrating  to Canada starts with qualified immigration lawyer who can assess your unique needs??_ ,"(1048576,[35492,111304,276025,392997,465601,586341,626016,692468,906949,930897,992301,1035612],[5.05455835768,2.67012223826,7.48230659363,7.88777170174,6.50147734062,7.88777170174,2.59950467104,7.88777170174,7.88777170174,7.88777170174,7.88777170174,2.33481211682])",2
231,@DeerOnDrug No. They're actually looser. ,"(1048576,[395119,449380,688247,961615],[5.94186155268,7.19462452118,7.88777170174,7.88777170174])",2
232,"Hundreds may lose Canadian citizenship, resident status because of one corrupt immigration consultant ","(1048576,[111304,140586,161862,181609,203154,322438,393050,456854,465662,649660,1025628],[2.67012223826,4.43778415591,5.40286505195,5.24871437212,5.53639644457,5.1151829795,5.40286505195,5.36204305743,5.48987642894,3.85353106358,5.58518660874])",2
233,"""Just heard someone pronounce """"croissant"""" like """"Croy-Sant"""" and I am filing my immigration forms to Canada""","(1048576,[111304,165312,423269,470402,475053,553870,619262,796750,859629,913733,1039966],[2.67012223826,7.88777170174,7.88777170174,3.49332254706,7.88777170174,7.48230659363,7.88777170174,7.88777170174,5.63647990313,7.88777170174,4.70971787139])",2
234,Why is it expensive for private candidates? I was compelled to write it by Canada immigration and paid something li??_ ,"(1048576,[63473,111304,163590,216702,278282,299574,353408,626016,697585,867081],[7.88777170174,2.67012223826,6.78915941307,7.88777170174,7.88777170174,7.88777170174,7.48230659363,2.59950467104,5.17972150063,6.50147734062])",2
235,"Hundreds may lose Canadian citizenship, resident status because of one corrupt immigration consultant | NP ","(1048576,[111304,140586,161862,181609,203154,322438,393050,430324,456854,465662,649660,889814,1025628],[2.67012223826,4.43778415591,5.40286505195,5.24871437212,5.53639644457,5.1151829795,5.40286505195,7.88777170174,5.36204305743,5.48987642894,3.85353106358,4.68909858419,5.58518660874])",2
237,@SomersetBaller @Canuckle_head @K69atie The US NZ Oz and Canada CANT limit immigration. But Europe can and should,"(1048576,[174915,318939,393584,505802,546160,558085,626016,670402,872381,892274,952752],[7.88777170174,7.19462452118,7.48230659363,6.63500873324,4.33242364025,7.88777170174,2.59950467104,7.48230659363,5.94186155268,7.88777170174,7.88777170174])",2
238,How To Join Canadian Universities?,"(1048576,[393050,871201,1021672],[5.40286505195,7.88777170174,6.1830236095])",2
239,That Sunny Wang's former clients may now be deported is a reminder to retain only honest &amp; reputable counsel #cdnimm ,"(1048576,[10369,28175,140586,260955,276868,309349,364908,367931,484057,621996,710457,737310,859990],[7.48230659363,7.48230659363,4.43778415591,5.87286868119,7.19462452118,7.19462452118,7.48230659363,6.97148096986,7.48230659363,6.97148096986,6.2783337893,3.0240908206,6.63500873324])",2
240,That Sunny Wang's former clients may now be deported is a reminder to retain only honest &amp; reputable counsel #cdnimm ,"(1048576,[10369,28175,140586,260955,276868,309349,364908,367931,484057,621996,710457,737310,859990],[7.48230659363,7.48230659363,4.43778415591,5.87286868119,7.19462452118,7.19462452118,7.48230659363,6.97148096986,7.48230659363,6.97148096986,6.2783337893,3.0240908206,6.63500873324])",2
241,Have you seen #Canada's immigration plan for 2017? The details are right here: ,"(1048576,[111304,118590,366731,415577,448737,740051,925344,1018859],[2.67012223826,4.36141117712,6.63500873324,7.48230659363,5.63647990313,7.88777170174,5.40286505195,5.94186155268])",2
242,Start You Study Application To Canada:,"(1048576,[31313,329721,474884,820892],[6.1830236095,6.63500873324,5.87286868119,6.01596952484])",2
243,Immigration francophone en Nouvelle-?cosse @VivreEnAcadie  ,"(1048576,[111304,492658,686875,765247,833294],[2.67012223826,7.19462452118,4.99739994384,7.19462452118,7.88777170174])",2
244,@Almost40Jc #canada ENFORCES their immigration laws. They found out they can't just pick up and move there! _??_??_??_????_ ,"(1048576,[111304,159066,366364,550942,672601,687772,843581,904354,911075,1020623],[2.67012223826,5.53639644457,5.94186155268,7.88777170174,7.19462452118,7.48230659363,7.48230659363,4.45378449725,5.80833016006,7.88777170174])",2
245,"Andrade c. Canada (Citoyennet? et Immigration), 2011 CF 842 (CanLII) ","(1048576,[23811,256852,258904,328545,335486,432670,501693,626016,826206,930514],[7.19462452118,5.63647990313,6.38369430496,7.19462452118,7.88777170174,5.94186155268,6.1830236095,2.59950467104,5.80833016006,7.88777170174])",2
246,"Gonzalez c. Canada (Commission de l'emploi et de l'immigration), [1997] 3 RCF 646, 1997 CanLII 6087 (CF) ","(1048576,[27246,36449,38980,258904,351218,387531,432670,522704,587889,596864,624550,626016,750230,815372,919229,1005191],[7.88777170174,9.99479988768,7.48230659363,6.38369430496,5.32282234428,7.88777170174,5.94186155268,7.88777170174,7.88777170174,7.88777170174,7.19462452118,2.59950467104,7.88777170174,7.88777170174,7.88777170174,7.48230659363])",2
247,Prepare To Study In Canada:,"(1048576,[31313,730338,820892],[6.1830236095,7.88777170174,6.01596952484])",2
